id,created_at,text
860453846824488961,2017-05-05 11:19:18,RT @BenICMIF: Initial speaker line-up announed for the 2017 @ICMIF_Web Conference in London (17-20 Oct) for #mutual #coop insurers https://…
860414151256047616,2017-05-05 08:41:34,RT @philjrace: Did you know? Italy - world leader in #telematics🇮🇹 https://t.co/s9OnmwMVBu
860409554764537856,2017-05-05 08:23:18,RT @MarkBonthrone: @swissre sheds light on huge private flood insurance “opportunity” https://t.co/EVyxWzGr68
860404601371189248,2017-05-05 08:03:37,"RT @MCins_: So great experience to collaborate on this #telematics paper
@FGraillot @nigelwalsh @SpirosMargaris @TunstallAsc @st_weiss #ins…"
860404426086985728,2017-05-05 08:02:55,RT @sharanjit: Why I do what I do https://t.co/QGoa8NasNi
860403965871173633,2017-05-05 08:01:05,RT @insurtechtalk: Interesting facts on #telematics in #insurance by @SwissRe via @MCins_ https://t.co/LylYDxx4F9
860403936192319488,2017-05-05 08:00:58,RT @KHPassler: Interesting facts on #telematics in #insurance by SwissRe via MCins_ https://t.co/BKb61mRTBl
860402492395409408,2017-05-05 07:55:14,Vehicles with blackbox installed have -20% in claims freq. Check out our latest report on #telematics in #Italy:… https://t.co/d88S0frXUJ
860395224375463936,2017-05-05 07:26:21,"Italy has highest coverage of #telematics based motor policies worldwide, why? And what are the benefits?… https://t.co/XhpnckfEcy"
860387026885017600,2017-05-05 06:53:47,Swiss Re presents Unveiling the full potential of #telematics at European Connect Ins. Observatory in #Milan… https://t.co/Zzx9Dkrt4u
860380298520997892,2017-05-05 06:27:02,"RT @Bahar_Rokni: Good point, well made. The true value of insurance is helping people when they need it most. https://t.co/G5l5c1ISIq"
860380165184081920,2017-05-05 06:26:31,"RT @GregS_Re: Not always clear how blockchain helps insurance in PRACTICAL terms, but here's a great article referencing @SwissRe https://t…"
860134950833487873,2017-05-04 14:12:07,"RT @insurtechnews: Unveiling the full potential of #telematics - An Italian use case by @SwissRe, at the European Connected Insurance Obser…"
860091081064579072,2017-05-04 11:17:48,"RT @agileageing: So much packed into 2 days. Join us May 10-11 &amp; hear from @imperialcollege, @SwissRe &amp; many more. #notf17: https://t.co/5W…"
860047016059170817,2017-05-04 08:22:42,RT @inacta: Dr. Maya Bundt @MayaBundt @SwissRe on Next Wave of Digital Business Defense #CyberSecurity #imforum2017 https://t.co/ovBtOiLFoz
860034865047240704,2017-05-04 07:34:25,RT @SwissRe_GP: #Famine Crisis a topic .@WEF Africa today. Read Martyn Parker's blog on ways #insurance can help. #af 17.@SwissRe https://t…
860023998951960576,2017-05-04 06:51:14,Swiss Re's CEO discusses Q1 performance &amp; importance of #insurance in the face of natural disasters… https://t.co/JPCWow61HF
859786734309134337,2017-05-03 15:08:26,"Swiss Re's Martyn Parker @wef ""When it comes to drought, wait-and-respond is simply too late!""… https://t.co/sg5qIL12Jh"
859785459207028738,2017-05-03 15:03:22,RT @IBMInsurance: What happens when you bring #IBMWatson Explorer into the world of #insurance? https://t.co/2BcUCclJOu @SwissRe https://t.…
859775611874807809,2017-05-03 14:24:14,Swiss Re's Martyn Parker @wef find out why insuring grass can keep Kenya's cattle from dying… https://t.co/qVBlGJf33q
859773306500784128,2017-05-03 14:15:04,Swiss Re's Martyn Parker @wef find out why insuring grass can keep Kenya's cattle from dying… https://t.co/cyiFo7AqJT
859741867847626752,2017-05-03 12:10:09,RT @ComRiskOnline: Push towards renewables now done on cost alone #SSA @ClydeInsurance @Airmic @AxaASR @SwissRe https://t.co/LvM0nCGs0U
859719350525284352,2017-05-03 10:40:40,"RT @SAISHopkins: Kudos to the Energy, Resources and Environment (ERE) student practicum team for their impressive work with @SwissRe! https…"
859420035030319104,2017-05-02 14:51:18,BBC News - Google and Facebook duped in huge 'scam' https://t.co/4ay09PXnRi #cyberrisk #cyberfraud
859375280493924352,2017-05-02 11:53:27,RT @JPMcCarter: https://t.co/8tco1EnrIT @SwissRe Dr John Schoonbee how nutrition status quo &amp; #T2D is harming health &amp; longevity #LCHF
859342726097235968,2017-05-02 09:44:06,RT @SwissRe_GP: Ivo Menzinger on how govts can #BuildResilience in the face of increasing threats. Watch the .@WorldBank interview. https:/…
859342588297531393,2017-05-02 09:43:33,Lights Out! Are there ways to disaster-proof #powergrids? @SAISHopkins @SwissRe present prelim findings in new stud… https://t.co/jVeP4jTguS
859224536650326017,2017-05-02 01:54:27,"RT @MarkBonthrone: One year on, what lessons have been learned from #FortMcMurray ?  Check out this @SwissRe blog to find  out! https://t.c…"
859127063571304448,2017-05-01 19:27:08,We shared thoughts w @InsuranceBizCA re: the Fort McMurray wildfire and lessons learned for the #insurance industry https://t.co/AgwzwzWNCK
859053324301205504,2017-05-01 14:34:07,Today is the 1 year anniv of the Ft McMurray wildfire. Our latest blog looks @ where we are now and lessons learned… https://t.co/II5AI5jeka
857966280095277057,2017-04-28 14:34:36,"RT @iiiorg: Congrats, @SwissRe's Ginger Turner, co-recipient, Shin Research Excellence Award! https://t.co/svGLOAkQcQ #IIS @GenevaAssoc #Ca…"
857938363248259072,2017-04-28 12:43:40,"""Would you prefer an employer who enables working from home?"" https://t.co/iOQXy5mfqH on @LinkedIn #flexibleworking #homeoffice"
857884637342961664,2017-04-28 09:10:10,Insurance can provide a safety net for older people and support the economy https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/61rjJNRsoK
857854381865275393,2017-04-28 07:09:57,Catastrophic Property Risks? There's a #Blockchain for That https://t.co/6qEOL6NRaI via @CoinDesk
857680199730814976,2017-04-27 19:37:49,"RT @III_LorettaW: In closing remarks, Weisbart said industry has substantial capital for CAT claims or any other unforeseen claim events. #…"
857680088049082368,2017-04-27 19:37:22,"RT @III_LorettaW: On average, only about 15% of US flood losses are borne by the NFIP, said Dr. Woodbury @SwissRe webinar #SRISigma"
857680020009078785,2017-04-27 19:37:06,"RT @III_Research: .@SwissRe's @ThomasHolzheu: "" Strong insurance penetration enabled more rapid recovery from #FtMcMurray wildfire,"" 2016's…"
857565362984022016,2017-04-27 12:01:29,RT @wef: This 22-year-old Dutch engineer is running the largest ocean clean-up in history. Read more: https://t.co/Rh3Qahcx1g https://t.co/…
857563927424716800,2017-04-27 11:55:47,RT @IIS_INFO: That was the @SwissRe hackathon in Bratislava: https://t.co/A892fHuqRG Talk about #innovation!
857548338866122752,2017-04-27 10:53:51,RT @TheGenevaAssoc: @KurtEKarl on the positive impact of #technology &amp; #innovation for #insurance https://t.co/ussijqJDKY @SwissRe https://…
857522257006145536,2017-04-27 09:10:12,Find out how insurance is an effective line of defence against ageing risks https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/aGMc6wCyka
857220306775273472,2017-04-26 13:10:22,Germans largely rely on the state to take care of the ageing: https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/hVaSIuqd1Z
857142421326614528,2017-04-26 08:00:52,Could #insurance help cover the costs of increased health &amp; care costs? https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/PoPYnrUKCS
857135181601415170,2017-04-26 07:32:06,"RT @domsav: @SwissRe just published a cross-industry, global perspective on the #AgeingWallet and funding longer lives. My blog https://t.c…"
857110905770868736,2017-04-26 05:55:38,"RT @LotteGE: Can a #research paper receive an excellence award? It can! Great acknowledgement for @SwissRe colleagues @ThomasHolzheu, Ginge…"
857110571845595137,2017-04-26 05:54:19,"RT @RiskMinds: What #risks unique to emerging markets? We speak with #CRO Karen Tan, Reinsurance Asia @SwissRe: https://t.co/fVtvP4seX9"
856998456489115649,2017-04-25 22:28:48,RT @AIADC: Congratulations to Thomas Holzheu and Ginger Turner of @SwissRe! https://t.co/iVGTXXqkZK
856846065936584704,2017-04-25 12:23:16,RT @TheGenevaAssoc: T.Holzheu &amp; G.Turner on #NatCat Protection Gap win 2017 Shin Research Excellence Award  https://t.co/YmkBhA86HL @IISSoc…
856830031796080640,2017-04-25 11:19:33,RT @eatmyhandbag: Satellite images trigger payouts for Kenyan farmers in grip of drought https://t.co/tk1eFWICIR
856829974841614338,2017-04-25 11:19:19,.@SwissRe is proud to reinsure this program. Satellite images trigger payouts for Kenyan farmers in grip of drought https://t.co/b3ohM1McgB
856817633215352835,2017-04-25 10:30:17,Taking care of Japan's elderly population—where does the state come in? https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/juqOBb4OgE
856793118330560512,2017-04-25 08:52:52,How can insurance provide financial security for older people? https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/Bye2BhexfQ
856789962498465794,2017-04-25 08:40:20,Find out how insurance can help fill the gap in elderly care:  https://t.co/ZQ6KmkxL4S  #ageingwallet https://t.co/L0JKNamErv
856754958296907777,2017-04-25 06:21:14,RT @NewsReinsurance: @SwissRe adds three new experienced leaders to Board of Directors. Daily #reinsurance #news emails from https://t.co/V…
856665106276659200,2017-04-25 00:24:12,RT @MarkBonthrone: 2017 is 25th anniversary of #hurricane Andrew &amp; 5th anniversary of #Sandy - what will this hurricane season bring? https…
856587645799059456,2017-04-24 19:16:24,What does 2017 Atlantic #hurricane season have in store? Check out a blog from our Natural Hazards Expert https://t.co/fY5g1zUPd0
856568532166991872,2017-04-24 18:00:26,Gearing up for #ITUS17? So are we! Check out Swiss Re speaker Barbara Beer's interview for a preview! https://t.co/wT0CqzbopU
856519422365900800,2017-04-24 14:45:18,How much does it cost to support a senior in the developed world &amp; China? https://t.co/ZQ6KmkxL4S #AgeingWallet https://t.co/2veHMr2kbP
856515390310146049,2017-04-24 14:29:16,RT @FredSerriere: How much does it cost to support a senior ? @SwissRe #silvereco https://t.co/ZsPcXFvTSw
856489320777232384,2017-04-24 12:45:41,RT @chisenschmid: Who pays for ageing? Take a look at how the older population's needs are funded + the role @swissre + insurers play https…
856477964946591744,2017-04-24 12:00:34,The UK state-provided pension is one of the lowest among developed markets: https://t.co/ZQ6KmkxL4S #AgeingWallet https://t.co/fEWwCDpApK
856465056921419776,2017-04-24 11:09:16,"Erdbeben in der CH: Total unterversichert! Wieso? Fehlende Wahrnehmung, fühlen wir uns zu sicher? https://t.co/9WoFfE48u3  @tagesanzeiger"
856455262311415808,2017-04-24 10:30:21,Only 10% of Australians are comfortably set for retirement: https://t.co/ZQ6KmkxL4S #AgeingWallet
856432608716234752,2017-04-24 09:00:20,How are older people's needs funded? Is insurance the solution? https://t.co/ZQ6KmkxL4S #ageingwallet https://t.co/sKhA4KzpiN
856422278283833344,2017-04-24 08:19:17,@MattWSingleton #Insurance could help cover increased health &amp; care costs. Check out https://t.co/JFtjRR7B01… https://t.co/Hpexu8D5uU
856420936270172161,2017-04-24 08:13:57,RT @MattWSingleton: #Insurance holds a small % of the USD 11tn annual #AgeingWallet - new @SwissRe report https://t.co/03KAg9tGgM
856419784442957824,2017-04-24 08:09:22,Our publication might be of interest to you @artemisbm @intelligentins @ijournal
856412375968337922,2017-04-24 07:39:56,"In the developed world, we spend USD 11 trillion each year to support the over 65s: https://t.co/ZQ6KmkxL4S https://t.co/q2lXYS5h3Z"
856407373900120064,2017-04-24 07:20:03,RT @SNowCharlie5: An inside look at @SwissRe's digital transformation in the #cloud via @TheEbizWizard in @Forbes https://t.co/jGgwSRumhy h…
856406048177098752,2017-04-24 07:14:47,"RT @SwissRe_GP: #China looks to #insurance to stem mounting ^#disaster loss. Read the .@Reuters story, .@GaryWei .@SwissRe quoted!  https:/…"
856383107439710208,2017-04-24 05:43:38,RT @eatmyhandbag: Industry 4.0 - the industrial internet of things is transforming the way goods are manufactured and sold #IIoT  https://t…
855517493976289281,2017-04-21 20:23:59,RT @III_Research: I.I.I. and @SwissRe to host webinar on natural catastrophes and its effects on the #insurance industry. Learn more: https…
855517377802506243,2017-04-21 20:23:32,RT @nyinsuranceassn: @SwissRe presenting informative webinar on 2016 catastrophes https://t.co/QC7llAJanW
855453261079482369,2017-04-21 16:08:45,RT @WhaddayaBuyin: Oh boy! I sure do enjoy being an intern at @SwissRe Exciting afternoon at today's AGM #insurance https://t.co/UHVq7NYzbI
855440199056334848,2017-04-21 15:16:51,"Our AGM has come to a close. Thank you to all of the shareholders that attended, it was a great session.#GV https://t.co/wtDK5K1F3d"
855433053963005952,2017-04-21 14:48:27,RT @Bri3005: Guess we are slowly coming to an end - some more shareholder questions and then the @SwissRe AGM 2017 is over https://t.co/HXG…
855431609046126592,2017-04-21 14:42:43,"At our AGM, the Swiss Re Next exhibition was a major attraction. Find out more: https://t.co/w8R6rZLV73… https://t.co/yK6GtzKgki"
855428637486718977,2017-04-21 14:30:54,RT @MarkBonthrone: Great to have @AMBestCo TV in our @SwissRe Americas headquarters yesterday for a series of interviews https://t.co/PKF2s…
855424980728807424,2017-04-21 14:16:23,"C.Mumenthaler @SwissRe AGM: ""It is a privilege to work with colleagues that are so engaged, loyal and competent"" #GV https://t.co/JmxpIcnvR1"
855417797547089920,2017-04-21 13:47:50,RT @JaeggiAndreas: W. Kielholz: @Swissre Next Wir werden uns mehr bewegen - physisch und psychisch. #Agilität #Innovation #GV
855414600891850752,2017-04-21 13:35:08,The global disaster #protectiongap is ~$1.3 trillion. We need all hands on deck to #buildresilience:… https://t.co/85ZSatjcLF
855414477520588802,2017-04-21 13:34:38,"W. Kielholz:""Wir sind fit für die Zukunft!"" just now at Swiss Re's AGM #GV #reinsurance #insurance https://t.co/VcIuch1Zoh"
855400823760793600,2017-04-21 12:40:23,RT @JaeggiAndreas: Erster Auftritt an der #GV als CEO von @SwissRe Christian Mumenthaler. https://t.co/ylyBiyqMvA
855394926439399424,2017-04-21 12:16:57,RT @JaeggiAndreas: W. Kielholz:  #Digitalisierung Big Data bieten vor allem Chancen für das Lebengeschäft. #GV @SwissRe
855394813784600579,2017-04-21 12:16:30,Swiss Re's Annual General Meeting is getting underway...we will be sharing the highlights here. #reinsurance… https://t.co/lFGirmkd1Z
855389187033493504,2017-04-21 11:54:09,RT @raj_devex: Thank you to all who joined our #BuildResilience chat! Watch live tomorrow at the #SpringMeetings for more: https://t.co/4kL…
855379098599927808,2017-04-21 11:14:03,"RT @amanatidou: Forbes: @SwissRe's Digital Transformation Focuses On #insurance Clients, End-Cust.. https://t.co/cdVrq6g97S via @sapindustr…"
855375697044545536,2017-04-21 11:00:32,The public &amp; private sectors must take bold action &amp; work together to #buildresilience  @IMenzinger @WorldBank_IEG:… https://t.co/egaVkRps3b
855372054576730113,2017-04-21 10:46:04,"RT @manuelstagars: Main points from ""The #Blockchain and Us"" w/ @rjmcwaters @SwissRe @stadtzug @MatthewRoszak @starkness @alextapscott http…"
855333465796956161,2017-04-21 08:12:44,It takes a whole ecosystem of actors to #buildresilience - @IMenzinger @WorldBank_IEG: https://t.co/sQ58V0X7DE https://t.co/GgOTdOb40O
855224732156932097,2017-04-21 01:00:40,"@PatriceNigon : ""Re/insurers need to select marine warranty surveyors according to their regional knowledge &amp; exp""… https://t.co/xjOduEQJTX"
855135562088554500,2017-04-20 19:06:20,RT @JNorberto: Insurance is a good fit for millennials. Insurance Business discusses with Keith Wolfe &amp; Monica Ningen of @SwissRe. https://…
855135483889950723,2017-04-20 19:06:01,RT @melinkin20: From @IMenzinger @SwissRe @SwissRe_GP: It takes a village to raise a child...and increase #resilience. https://t.co/GlmZAJv…
855054398464163844,2017-04-20 13:43:49,RT @KellyHereid: .@SwissRe weighing in on how risk transfer can improve economic resilience in the face of disasters @WorldBank_IEG https:/…
855054370987282432,2017-04-20 13:43:42,RT @TMeier_: Public &amp; private risk takers share @WorldBank stage and view that risk transfer does #BuildResilience @IMenzinger @keikohonda9…
855045659745038336,2017-04-20 13:09:05,Swiss Re Ivo Menzinger @WorldBank_IEG find out how insurance can #BuildResilience in the face of increasing threats… https://t.co/42fCYegNIs
855027503534149632,2017-04-20 11:56:57,RT @TMeier_: You wanna #BuildResilience? Follow @SwissRe 2 learn how insurance is actually doing it. #SpringMeetings https://t.co/y8JZye6858
855000626916462595,2017-04-20 10:10:09,RT @WorldBank_IEG: Join @CarolineHeider &amp; @SwissRe 's Ivo Menzinger today at 2:45 CEST for IEG's #SpringMeetings #BuildResilience event htt…
854961110339944448,2017-04-20 07:33:07,"Blding #offshorewindfarms is complex &amp; risky, yet we persist in working together to manage #risks. Find out why https://t.co/k41hgIso6f"
854701336264364033,2017-04-19 14:20:52,RT @MCins_: @insurtechnews @nigelwalsh @SilvelloAndrea @Minh_Q_Tran The most innovative #insurance incumbents at @FinTechStage @MunichRe @G…
854686480647761921,2017-04-19 13:21:50,"RT @Musiitwa: All stakeholders have a role to help #buildresilience, including the private sector - @SwissRe, @IFC , @IFCAfrica https://t.c…"
854626096305844224,2017-04-19 09:21:54,"RT @GeneraliGDIS: Readable @swissre Report about #Cyberrisk, #CyberSecurity &amp; the Insurance Industry #Innovation Challenge https://t.co/3iW…"
854623840558874625,2017-04-19 09:12:56,RT @SwissRe_GP: Ivo Menzinger .@SwissRe will highlight the crucial role #insurance plays to #BuildResilience at WB debate tomorrow. LIVE AP…
854609323833602048,2017-04-19 08:15:15,RT @joschennell: .@IvoMenzinger .@SwissRe will highlight the crucial role #insurance plays in supporting the #BuildResilience ecosystem in…
854597969500360704,2017-04-19 07:30:08,"#Cyber is a complex #risk, therefore we need to develop a sustainable cyber #insurance market Adam Banas @SwissRe… https://t.co/pxB3nJIro1"
854390975250268160,2017-04-18 17:47:36,@JacobsonGroup Thanks for the retweet and your support of Insurance Careers Movement! #CareerTrifecta
854320513333825537,2017-04-18 13:07:37,It's #TalentTuesday and we're highlighting why #insurance can be the #CareerTrifecta https://t.co/utgyzTgad4 Check out @InsuranceInside
854246609240109056,2017-04-18 08:13:57,What are the benefits of the use of #blockchain in #insurance? https://t.co/hKdDcjO5Vk #B3i
